	count
computational models	1
publication process	1
computational tool	1
dendritic remodeling	1
dendrite	1
Xeno mapping	1
Short-read mapping	1
shrimp	1
model fitting	1
parameter optimization	1
graphical user interface	1
psychophysics	1
inhomogeneity correction	1
Bayesian model averaging	1
Stability selection	1
Simulation design	1
Sparse ensemble-based regression	1
Microbiome analysis	1
Acyl-RAC	1
Acyl-biotin exchange	1
palmitoyl-proteomes	1
S-palmitoylation	1
MVPA	1
model specification	1
neuropathic pain	1
LEMS	1
Data preprocessing	1
Next generation sequencing analysis	1
statistical parameter mapping (SPM)	1
implementation	1
design	1
level-set	1
image segmentation	1
electron microscopy	1
Drupal	1
content management systems	1
decapod	1
Tb.EF	1
oxidative stress response	1
rod	1
neurodegeneration	1
multiscale	1
knowledge-based modeling	1
mechanism-identification	1
Data-driven documents	1
Negative binomial	1
Expectation-Maximization	1
pipelines	1
read mapping	1
Model reuse	1
Consistency checking	1
Model validation	1
Constraint-based modeling	1
Spatial interaction	1
LASSO	1
Single cell analysis	1
Time-lapse microscopy	1
Cell state transition	1
evolutionary rate	1
alternative splicing	1
protein isoform	1
Hierarchical Dirichlet process	1
Co-factors	1
ChIA-PET	1
Single-end reads	1
disease models	1
Wildlife forensics	1
extranodal NK/T-cell lymphoma nasal type	1
Correlation to (epi-)genome	1
plate	1
maximally inscribed ellipsoid	1
epidermal differentiation	1
SAMtools	1
Atlas-SNP2	1
SOAPsnp	1
Single-sample	1
Low-coverage	1
Australian Store.Synchrotron	1
mTOR	1
everolimus	1
Structural domains	1
JAK-STAT pathway	1
Sample comparison	1
Nuclear architecture	1
Chromosome Conformation Capture (3C)	1
SMD	1
ebFRET	1
SMART	1
File format	1
Standardized	1
Single molecule	1
somatic mutation	1
chromatin modification	1
Predictive model	1
Digital object identifier	1
Hebeloma lutense	1
hub	1
robotics	1
artificial cerebellum	1
μLEDs	1
neural circuit	1
cortical layers	1
neurotechnology	1
histone modification	1
ENCODE	1
allele-specific chromatin loop	1
allele-specific binding	1
genetic variant	1
single nucleotide polymorphism (SNP)	1
Cohesin	1
CTCF	1
ZNF143	1
chromatin conformation capture	1
chromatin loops	1
Chromatin interaction	1
feature selection	1
ADHD-200	1
attention deficit hyperactivity disorder	1
esca dieback	1
botryosphaeria dieback	1
data-share	1
pathogenomics	1
firing rate model	1
bipolar cells	1
Digital repository	1
amacrine cells	1
Ca3.1	1
T-type calcium channel	1
CACNA1G	1
Spinocerebellar ataxia	1
Sensor Observation Service	1
OGC	1
RaspberryPI	1
INSPIRE	1
interoperability of sensor devices	1
environmental sensing	1
mixed effect regression model	1
longitudinal	1
CVLT	1
Channel gating	1
Single-channel recording	1
Chloride channel	1
denoising	1
real-time	1
hyperspectral imaging	1
MNF	1
Bayesian inference and parameter estimation	1
Tumor protection	1
ChIP-sequencing	1
Progeria	1
gap junctions	1
eutypa dieback	1
grapevine trunk diseases	1
plant metabolism	1
genome-scale metabolic reconstruction	1
coordinated pathway	1
overdispersed pathway	1
gene set	1
module activity	1
co-expression	1
Microviridae	1
Gokushovirinae	1
ssDNA viruses	1
haloarchaeal viruses	1
hypersaline	1
environmental viromics	1
metaviromics	1
Namib Desert playa	1
targeted enrichment	1
radiation	1
Inga	1
hybrid capture	1
Biofilm growth intensity	1
Biomolecular stain	1
Biofouling	1
Salix	1
mitochondrial SSU	1
MCM7	1
Hebeloma pusillum	1
Hebeloma minus	1
transcription factors	1
sorghum	1
rice	1
defoliation	1
flux balance analysis	1
genome-wide association study (GWAS)	1
asthma	1
socio-environmental risk factors	1
ancestry-informative markers (AIMs)	1
genetic ancestry	1
admixed population	1
admixture mapping (AM)	1
phytoliths	1
herbivory	1
induced defense	1
silica	1
maize	1
grazing	1
grass	1
network motif detection	1
undirected network	1
directed network	1
deep-transcriptome analysis	1
Kudzu	1
Leguminosae	1
Pueraria lobata	1
test	1
source control	1
Induced pluripotent stem cell	1
Transcription Factor	1
Gene Regulation	1
Classifiers chain	1
Alpha-diversity	1
Taxonomy comparison	1
Protein representation	1
Peptide representation	1
Mesoscopic simulation	1
Molecular fragment dynamics	1
Molecular fragment cheminformatics	1
Fragment smiles	1
Smiles	1
Molecular fragmentation	1
Dissipative particle dynamics	1
Oxygen	1
Elevation	1
Altitude	1
Lung cancer	1
Cancer incidence	1
PICRUSt	1
Food microbiology	1
Monte Carlo sampling	1
Dirichlet distribution	1
centered log-ratio transformation	1
differential abundance	1
compositional data	1
Open PHACTS	1
Polyspecific inhibition	1
Beta-diversity	1
Crude oil	1
ChEMBL	1
Medicinal Chemistry	1
QDB	1
QsarDB	1
QSTR	1
Liquid chromatography–mass spectrometry	1
Untargeted metabolomics	1
Enzyme promiscuity	1
Drug target interactions	1
Semantic subgraphs	1
Semantic networks	1
Systems approaches	1
Drug repositioning	1
Scala	1
Resource Description Framework	1
Parallelization	1
SMILES parser	1
Chemistry Toolkit	1
chem	1
Functional Programming	1
Muscle disorders	1
Lysosomal disorders	1
Pompe disease	1
Morgan fingerprints	1
Circular fingerprints	1
Structural alerts	1
Selective inhibition	1
Binary relevance	1
Cellular Expression	1
Multi-label classification	1
Experimental psychology	1
Saccadic suppression	1
Intrasaccadic perception	1
Pupillometry	1
transformation	1
telomere damage	1
DNA rearrangements	1
hyperploidy	1
chromothripsis	1
transcriptional regulatory networks	1
genetic interactions	1
Mycoplasma pneumonia	1
knock-outs	1
energy metabolism	1
biomass composition	1
Secretome	1
Peptide pattern recognition	1
Enzyme blends	1
Keratinolytic protease	1
Onygena corvina	1
uncaging	1
gradients	1
Galphai	1
chemotaxis	1
chemokinesis	1
Vision science	1
KSB3 phylum	1
Candidate phylum	1
Microbial genome	1
Open Data	1
P-glycoprotein	1
BCRP	1
Wavelet	1
Independent component analysis	1
Ensemble empirical mode decomposition	1
Neurotechnology	1
Electrophysiology	1
Noise-assisted noise reduction	1
Qiime	1
Bayes classifier	1
Metagenome analysis	1
Wastewater treatment	1
Compilation	1
Domain specific language	1
Microbial cloud	1
Indoor air	1
Rats	1
Inertial idiothetic navigation	1
Substratal idiothetic navigation	1
Interval timing	1
Spatial navigation	1
Filamentous bulking	1
Anaerobic biotechnology	1
calretinin	1
anonymization	1
DICOM	1
MrpC	1
Bacterial cold water disease	1
Flavobacterium	1
Fish pathogen	1
Psychrotolerant	1
Gram negative	1
Prefrontal cortex	1
5-hydroxymethylcytosine	1
Isoschizomer digestion assay	1
Restriction modification systems	1
Motifs	1
Campylobacter coli	1
O145	1
Shiga toxin-producing	1
Enterohemorrhagic	1
Gluthathione-S-transferases	1
Carboxyl/cholinesterases	1
Cytochrome P450 mono-oxygenases	1
UDP-glycosyltransferases	1
Intradiol ring-cleavage dioxygenases	1
Spirotetramat	1
biRNA virus	1
Target-site mutation	1
Tetranychidae	1
Cyclic keto-enols	1
Taraxacum officinale	1
Rainbow trout fry mortality syndrome	1
Myxococcus xanthus	1
functional gene pyrosequencing	1
FruA	1
P450s	1
Peroxidases	1
Computational Analysis of gene Family Evolution (CAFE)	1
Salt tolerance	1
Transcriptome profiling	1
Suaeda	1
Halophytes	1
ADP-ribosylation factor	1
Populus trichocarpa	1
Expression QTL	1
QTL analysis	1
Leaf morphology	1
Allele-specific expression	1
Genetic resistance	1
Marek’s disease	1
Receptor-like kinase	1
Near-isogenic line	1
Individual fiber strength	1
Gossypium hirsutum	1
Cellulose assembly	1
Bundle fiber strength	1
Protein kinase	1
Cooperative DNA binding	1
Sporulation	1
Fruiting body	1
Functional divergence	1
Dandelion	1
Apomixis	1
Regulatory polymorphism	1
metagenomic annotation	1
J. Craig Venter Institute	1
Exosome	1
Coverage depth	1
Mask overlay	1
Image tracking	1
Patch-clamp	1
Photodamage	1
Fluorescent proteins	1
Neurons	1
Macrocephaly	1
Neurodevelopment	1
Induced pluripotent stem cells	1
CHD8	1
ASD	1
Transposome bias	1
Error profiles	1
Sequencing-by-synthesis	1
Sequencing errors	1
Answer Set Programming (ASP)	1
Logic modeling	1
Uncertainty	1
Sign consistency	1
Interaction graphs	1
Homology search	1
viral annotation	1
species tree inference	1
multilocus	1
sp. JA12-A1	1
Functional genetics	1
mRNA expression	1
Allele expression	1
Whole transcriptome	1
Blast resistance	1
SSRs	1
Indica	1
O. sativa	1
acidophilic bacteria	1
AMD	1
acid mine drainage	1
Faunal exchanges	1
QMC	1
Frontal lobes	1
Verbal memory	1
Cortical thickness	1
gene	1
White matter microstructure	1
Fragile X syndrome	1
Pseudomonas syringae	1
Type III effectors	1
Plant immunity	1
Pattern-triggered immunity	1
RAxML	1
Strawberry	1
Fragaria vesca	1
Gene	1
NLRs	1
stereotypy	1
Plant vitamin C metabolism	1
Metabolic pathway reconstruction	1
Camu-camu	1
Virome	1
reversible-jump Markov chain Monte Carlo	1
Oncogenomics	1
SV software	1
microbial modulation	1
soluble mediators	1
molecular crosstalk	1
host–microbiota interaction	1
scientific computing	1
medical imaging analysis	1
stability analysis	1
delayed neural fields	1
closed-loop deep brain stimulation	1
β-oscillations	1
RETROICOR	1
correlated noise	1
signal-to-noise ratio	1
general linear model	1
qualitycontrol	1
liquid chromatography	1
Gene fusions	1
phase reconstruction	1
butyrate	1
epithelial	1
Causality analysis	1
Thalamus	1
Interhemispheric connectivity	1
Default network	1
Large-scale networks	1
Intrinsic functional connectivity	1
Resting state fMRI	1
nature–health	1
Twitter	1
sentiment analysis	1
nature-deficit disorder	1
Topological ordering	1
osmotic coupling	1
ruminant	1
systems chemistry	1
bistability	1
continuous-flow stirred tank reactor (CSTR)	1
chemical reactor	1
mass action kinetics (MAK)	1
variable solvent volume	1
osmosis	1
semi-permeable compartments	1
Ribo-zero	1
RNA depletion	1
FFPE	1
Integrated domains	1
Plant innate immunity	1
Rosaceae	1
Replication	1
exploration	1
frontostriatal striatum	1
Gallus	1
Immunogenetics	1
Retrovirus	1
Transcription factor binding site	1
Regulation	1
Over-representation analysis	1
Motif prediction	1
ChIP-Seq	1
Chromatin immunoprecipitation	1
multifractality	1
1/ noise	1
multiscale interaction	1
long-term correlations	1
social engagement	1
perceptual crossing	1
Single molecule real-time sequencing	1
Pheromone detection	1
Multigene family	1
Microcebus murinus	1
Chemosensory genes	1
Host-range	1
Effector	1
Aphid	1
App	1
datalogger	1
georeference	1
Palynology	1
Megasatellites	1
Chromosome organization	1
Candida glabrata	1
ARS	1
ACS	1
3C	1
Plasticity	1
Flexibility	1
Gene body methylation	1
Acropora millepora	1
Pollination ecology	1
Osmia	1
global positioning systems	1
ITS2	1
Illumina MiSeq platform	1
DNA barcoding	1
Genome validation	1
BioNano	1
Mobile elements	1
Transposons	1
Verrucomicrobial methanotrophs	1
SolV	1
technology.	1
smartphone	1
Protein family	1
eutrophication	1
Javascript	1
mycotoxins in maize	1
conifer-infesting beetles	1
Chrysoporthe canker	1
Ceratocystis wilt	1
Drop-out	1
Probabilistic	1
Forensic DNA	1
Likelihood ratio	1
Demultiplexing	1
In-line barcodes	1
magnetoencephalography (MEG)	1
electroencephalography (EEG)	1
salience network	1
dorsal attention network	1
default network	1
hemoglobin	1
hematorcrit	1
resting-state	1
BOLD	1
complex valued	1
phase	1
Parahippocampal Place Area (PPA)	1
Fusiform Face Area (FFA)	1
vein suppression	1
Tree of life	1
Public health impact	1
Davidsoniella sapstreak disease	1
mycotoxin ochratoxin A	1
nirS	1
stem-end rot of banana	1
Phocidae	1
Panamanian Seaway	1
enhancers	1
computational tools	1
diffusion of innovation	1
data display	1
user-computer interface	1
knowledge bases	1
Allele-specific DNA methylation (ASM)	1
Differentially methylated region (DMR)	1
Reduced representation bisulfite sequencing (RRBS)	1
kissing complex	1
loop-loop interaction	1
umbrella sampling	1
adenine riboswitch	1
arrays	1
methylation, expression	1
analysis, datasets, DNA	1
genomic	1
automated	1
nsSNP	1
variation	1
Grantham	1
compression	1
DEFLATE	1
accuracy	1
Analysis pipeline	1
Qualitative modelling	1
BioASP	1
Huff model	1
K-median model	1
Maximal coverage model	1
Disease surveillance	1
Outbreak timing	1
Outbreak intensity	1
Influenza	1
JavaCycO	1
Pathway/Genome database	1
BioCyc	1
Annotation tool	1
Combinatorial library	1
Design specification rules	1
Correct-by-construction design	1
Visual design abstraction	1
bioCAD	1
host–bacteria interactions	1
community dynamics	1
Batrachochytrium dendrobatidis	1
bacterial reservoirs	1
amphibians	1
data-mining	1
partial taxon coverage	1
decisiveness	1
models/simulations	1
Medicaid	1
Aquilaria sinensis	1
wound	1
Comparative metagenomics	1
event extraction	1
BioNLP	1
Mathematical modeling	1
Information extraction	1
Time lapse	1
CellProfiler	1
parallel computing	1
epidemic modeling	1
chemical kinetics simulation	1
phylogenetic trees	1
stochastic simulation	1
Feature subset selection	1
microbe	1
Bioinformatics pipeline	1
Sequence feature	1
Species tree	1
PoMo	1
Incomplete lineage sorting	1
TP53	1
TGFB1	1
Colon cancer	1
plant defense response	1
sesquiterpene	1
vessel occlusion	1
herpes simplex virus	1
viral genome	1
assembly pipeline	1
SNP genotyping	1
Niche shift	1
Hypericaceae)	1
(St. John’s wort	1
Historical biogeography	1
Diversification rate shifts	1
Cold tolerance	1
Climate change	1
Divergence time estimation	1
Bayou	1
BAMM	1
Adaptive landscape	1
support vector machine	1
sequence reads alignment	1
splicing junction calling	1
Association studies	1
mixed models	1
interval timing	1
time perception	1
circadian rhythm	1
sleep	1
Variant annotation	1
epiallele	1
targeted amplicon	1
bisulfite	1
Core collections	1
S(0)	1
sulfide	1
Frasassi	1
Real-time collaboration	1
DNA sequence clustering	1
ecotoxicology	1
phylogenetic prediction	1
16S rRNA gene copy number	1
“virtual” metagenomes	1
predictive metagenomics	1
trace gas oxidation	1
Pseudonocardia	1
methylotrophy	1
Atacama Desert	1
aerobiology	1
Online resource	1
Sqr	1
Tree comparison	1
Evolutionary trees	1
UCE’s	1
Ultra-conserved elements	1
K-means	1
Genetic distance estimation	1
potency	1
oligonucleotide affinity	1
kinetic model	1
autotrophy	1
lithotrophy	1
Plant genetic resources	1
GBS-SNP-CROP	1
variation analysis	1
Benchmark graphs	1
Optimal sequence alignment	1
Multiple displacement amplification	1
SISPA	1
Coverage reduction	1
internal transcribed spacer (ITS) region	1
environmental sequencing	1
barcoding	1
454-pyrosequencing	1
BIOM	1
VAMPS	1
MG-RAST	1
MALBAC	1
MDA	1
DOP-PCR	1
Variations detection	1
Single-cell resequencing	1
reproductive isolation	1
quantitative trait locus (QTL)	1
Genome plasticity	1
5-azacytidine	1
Transposon expression	1
Whole-genome bisulfite sequencing	1
Pezizomycetes	1
Ascomycete truffle	1
Tuber melanosporum	1
Cola	1
Oyster	1
Tissues	1
Pathway tools	1
Random graphs	1
Functional constraints of evolution	1
cytK	1
hbl	1
nhe	1
Enterotoxin	1
Average nucleotide identity	1
sensu lato	1
Metabolic interaction networks	1
MetaCyc	1
PathoLogic	1
Environmental pathway/Genome Database (ePGDB)	1
Non-negative Matrix Factorization (NMF)	1
Cross-species gene expression analysis	1
Genomic duplication	1
Genomic coordinate translation	1
genetic promoter regions	1
chromatin state	1
Gene-expression analysis	1
Sample classification	1
Biclustering analysis	1
Message Passing Interface (MPI)	1
Multi-GPU implementation	1
Graphics-Processing Unit (GPU)	1
health data	1
metabolism	1
correlations	1
Anti-androgens and steroids	1
Cell-free circulating DNA	1
Castration-resistant prostate cancer	1
Androgen receptor	1
Metric selection	1
Medical volume segmentation	1
Evaluation tool	1
Evaluation metrics	1
Call auction	1
Double auction	1
Asset market	1
CHWs	1
ANC	1
PMTCT	1
lung squamous cell carcinoma	1
enrichment analysis	1
Curcumin	1
Safety	1
Nanomaterial	1
variant detection	1
multiple myeloma	1
structural variations	1
soybean	1
Rhg1	1
resistance gene	1
multi-agent system	1
Drug resistance	1
Metagenomic data visualization	1
Protein interaction networks	1
Rose garden	1
Protozoa	1
Target identification	1
Homology inference	1
Urogenital schistosomiasis	1
Schistosoma haematobium	1
Primer database	1
Microsatellites	1
Genomic	1
metabolic detoxification	1
insecticide resistance	1
Anopheles gambiae	1
Generalized linear model	1
Empirical Bayes	1
Cellular detection rate	1
Bimodality	1
Response to nitrogen deprivation	1
Hydrocarbon	1
Green microalgae	1
Botryococcus braunii	1
webservice	1
rogue taxa	1
phylogenetic postanalysis	1
consensus tree	1
Bootstrap support	1
Phylogeny visualization	1
ontology matching	1
smart city	1
context-awareness	1
information fusion	1
Intelligent openness	1
Data enrichment	1
Visual analytics	1
Floodwaters	1
Seasonality	1
Monitoring	1
Anthropogenic impacts	1
ITS	1
Asclepias	1
2ISP	1
Intra-individual site polymorphism	1
Nuclear ribosomal DNA (nrDNA)	1
Partial SNP (pSNP)	1
Intragenomic polymorphism	1
High-copy	1
Genome skimming	1
Concerted evolution	1
Multi-gene phylogeny	1
species complex	1
Alternaria alternata	1
Local sequence-structure segments	1
Sequence segments	1
Interaction patches	1
Physico-chemical indices	1
Protein sequence	1
DCE	1
Quantitative imaging biomarkers	1
qMRI	1
Microsoft Kinect	1
Sentient knowledge explorer	1
SHARE	1
Semantic web services	1
Bio2RDF	1
OpenLifeData	1
point clouds	1
canopy structure	1
3D camera	1
branch diameter	1
stem diameter	1
Asus Xtion Pro Live	1
3D plant measurement	1
Julia	1
Immunolocalization study	1
Laser microdissection	1
Protein aggregation	1
Myofibrillar myopathy	1
Myotilinopathy	1
UML	1
Repository	1
Data model	1
Biomolecular simulations	1
Numerical methods	1
Medical imaging	1
Orthologous database	1
Distant homology	1
Entamoeba	1
Self-incompatibility	1
BRAF	1
melanoma	1
Targeted therapy	1
TB	1
Active Case Finding	1
Cost-Effectiveness	1
Mathematical Modeling	1
dental plaque	1
oral microbiota	1
caries	1
B cell repertoire	1
Immunoglobulin	1
Antigen receptor repertoire	1
Service customization	1
NGS data	1
Integrative approach	1
Semantic similarity	1
Functional annotation	1
Co-methylation	1
Epigenome-wide association scan	1
Gene co-expression network	1
Phenotypic plasticity	1
Parallel evolution	1
Caste differentiation	1
Social insects	1
MAPK	1
somatic mutations	1
Pediatric acute lymphoblastic leukemia	1
mobile visualization tool	1
cultured neurons	1
microelectrode array	1
spike detection	1
identification of crystals	1
crystallization	1
textons	1
animation	1
CyAnimator	1
biomedical research	1
bioimaging	1
medical science	1
mobile digital imaging processing	1
CpG site	1
Co-evolution	1
Direct information	1
Repeat proteins	1
Direct coupling analysis	1
Cell lines	1
Sub-clonality	1
Copy number	1
Cellularity	1
Sprai	1
Chloroplast	1
450 k array	1
Tetrasomic inheritance	1
Disomic inheritance	1
hlamydia	1
Flexible	1
Dendritic cells	1
Sequence editor	1
LincRNA	1
Genomic Regions Enrichment of Annotations Tool	1
promoters	1
simple sequence repeats	1
Monitoring and evaluation	1
Malawi	1
TB/HIV integration	1
Electronic medical records	1
PyMOL	1
High-throughput	1
Data validation	1
FASTA	1
vegetation	1
optimality	1
evapotranspiration	1
ecohydrology	1
CDISC ODM	1
biobank database	1
entity-attribute-value schema	1
collaborative learning	1
collaborative development	1
infection	1
plasmid	1
Monocytes	1
B-cells	1
HIV Latency	1
selective pressure	1
TSD	1
Rice	1
insertions and deletions (indels)	1
immunoglobulin (Ig) genes	1
B cell receptor	1
Inflammatory bowel disease	1
Crohn’s disease	1
Omics	1
RNA seq	1
Intestinal fibrosis	1
DNA methylome	1
1000Genomes Project	1
Resting CD4 T-cells	1
non-classical HLA	1
gene structure and diversity	1
polymorphisms	1
haplotypes	1
HLA-G	1
gene interaction network	1
BCG	1
Post-integration latency	1
Latency induction	1
Viral reservoir	1
Antigen presenting cells	1
Multi-scale models	1
Cranial musculoskeleton	1
allosteric regulation	1
long-distance dispersal	1
adaptive lag time	1
grasses	1
crucifers	1
gene loss	1
gene dosage	1
polyploidy	1
functional genomics	1
MBD-seq	1
human papillomavirus	1
cervical cancer	1
DNA-methylation	1
small-angle scattering	1
CIF	1
sasCIF	1
segmented rigid-body analysis	1
generalized invariom database	1
adaptive radiation	1
inversions	1
deletions	1
insertions	1
structure determination	1
electron diffraction	1
state uncertainty	1
top-down control	1
reward	1
land bridge	1
pre-adaptation	1
Jaw musculature	1
tropical biogeography	1
assessment	1
transcriptional control	1
ERFs	1
low oxygen	1
Jatropha curcas	1
cross-species	1
computational pipeline	1
multiple sclerosis (MS)	1
myelin	1
fascicle	1
white matter	1
mean diffusivity	1
T1	1
R1	1
quantitative magnetic resonance imaging (qMRI)	1
sliding window	1
hierarchical analysis	1
index of association	1
bootstrap	1
clonality	1
mathematical modeling	1
cell cycle	1
DNA replication	1
species pool	1
South America	1
OpenMS	1
indel coding	1
file conversion	1
2matrix	1
podocytopathy	1
LMX1B	1
end-stage renal disease	1
Recombination	1
Sequence-based typing	1
Legionella pneumophila	1
exercise	1
magnetic resonance spectroscopy	1
lactate	1
Oryzomyini	1
island evolution	1
extinct mammal	1
ancient DNA	1
software support	1
model databases	1
ontologies	1
modeling guidelines	1
model formats	1
Rock-Eval-6	1
bioremediation	1
water treatment	1
metals	1
organic matter degradation	1
biochemical reactor	1
Disease risk	1
proteinuria	1
transcription factor	1
digital imaging	1
phenotypic screening	1
Artificial neural network	1
Stem canker	1
nuclear loci	1
Hyb-Seq	1
orthologs	1
exon capture	1
conserved	1
base tree	1
multiwell plate assays	1
growth curve	1
plate reader	1
Host	1
specimen database	1
SSC6	1
Boar taint	1
Asian haplotype	1
ECoG	1
BCI	1
wrapper	1
WARACS	1
TreeGraph2	1
Mesquite	1
BayesTraits	1
ancestral character state reconstruction	1
availability	1
mealiness	1
nectarine	1
Bruvo’s distance	1
open-source hardware	1
affordable water treatment monitoring	1
turbidity	1
Nomenclature	1
principal component analysis	1
data compression	1
Echis	1
Viper	1
cDNA	1
Venom gland	1
False discovery rates	1
Invasion	1
ECM degradation	1
Metastasis	1
Podosomes	1
Invadopodia	1
Haplotype phasing	1
Strain differentiation	1
Metagenome assembly	1
Markov clustering	1
Synthetic microbial communities	1
Plasmids	1
Permutation	1
Bootstrap	1
Minimum spanning networks	1
Infant botulism	1
Fecal microbiota	1
Intestinal colonization	1
chemical named entity recognition	1
Avian	1
3D PDF	1
Kingfisher	1
Mucosa	1
Document classification	1
Triage	1
Lactobacillus	1
Chronosequence	1
Family	1
word clustering	1
mixed conditional random fields	1
Chemical reactivity	1
Scientometrics	1
Allostery	1
Proteasome	1
Protegrin	1
Benzoic acids	1
Paracetamol	1
Drug-like molecules	1
Biomacromolecules	1
Conformationally dependent atomic charges	1
Statistical modeling	1
Citation analysis	1
Chinese interpreting studies	1
Clone correction	1
Index of association	1
postharvest	1
Genotypic diversity	1
Google Glass	1
whole - genome sequencing.	1
vertebrates	1
conservation genomics	1
calcium spikes	1
prefrontal cortex	1
communication-through-coherence	1
neural oscillations	1
top-down feedback	1
gain modulation	1
stimulus-response remapping	1
goal-directed cognitive control	1
mechanosensation	1
sensorimotor transformation	1
Gaussian bubbles	1
natural scenes	1
extra-striate visual cortex	1
feature selectivity	1
multichannel electrodes	1
tetrodes	1
polytrodes	1
Population history	1
Genetic isolate	1
Y-chromosome	1
Norfolk Island	1
rapid diagnostic test reader	1
colorimetric sensor	1
lateral flow immunochromatographic assays	1
gymnosperm pathogen	1
Clonality	1
functional metagenomics	1
commensal fitness	1
Occupational Risks	1
Medical Waste	1
Waste Management	1
rule-based	1
Heuristics	1
Half-sibling	1
Kinship discovery	1
hemibiotroph	1
forest pathogen	1
HIV testing	1
needle blight	1
dothideomycete	1
multi-modal data	1
NOMe-seq	1
Nucleosome positioning	1
pyridinic functionalization	1
poly(-phenylene)	1
band structure	1
doping	1
on-surface synthesis	1
prostate-specific antigen (PSA) test	1
Landbridges	1
recognition by parts	1
India	1
andida albicans	1
Osteichthyes	1
gill skeleton	1
computed tomography	1
braincase	1
Actinopterygii	1
Genome guided transcriptome assembly	1
Pinus patula	1
uniparental inheritance	1
sexes	1
selfish conflict	1
mitonuclear coadaptation	1
mating types	1
Life-cycle stages	1
Scyphozoa	1
Jellyfish	1
Aurelia aurita	1
Immunology	1
Splicing cite mutation	1
UBE3B	1
Structural malformation	1
Intellectual disability	1
Increased juvenile mortality	1
Kaufman oculocerebrofacial syndrome	1
Frasnian	1
climate envelope modeling	1
Juvenile papillary thyroid carcinoma	1
achancea thermotolerans	1
futures	1
forecasting	1
environmental change	1
ecosystems	1
automated data processing	1
radiation therapy plan evaluation	1
SV tool development	1
Next-Generation Sequencing Analysis	1
SV prediction	1
Standardized pipeline	1
Non-human genome	1
Meta-tool	1
SV tool	1
Structural Variation	1
Pacific Biosciences SMRT sequencing	1
African cichlid fish	1
Community similarity	1
Effective numbers	1
Diversity profiles	1
Diversity indices	1
Wickerhamomyces anomalus	1
species range	1
accharomyces kudriavzevii	1
Multifactor-dimensionality reduction	1
Sporadic medullary thyroid carcinoma	1
Diamond	1
Infectious disease model	1
MRSA	1
Sabethini	1
Culicidae	1
Biological clocks	1
Gene alignment	1
Gene sequencing	1
Post-translational modifiers	1
Transcription-translation feedback	1
NGS variant analysis	1
Positional cloning	1
ENU mutagenesis	1
Virtual reality	1
Tractography	1
Diffusion MRI	1
Non-typhoidal	1
Gall bladder cancer	1
Surface comparison	1
Protein surfaces	1
Molecular cartography	1
devaluation	1
implicit learning	1
inhibitory control	1
stop-signal task	1
Agent-based model	1
Follicular lymphoma grading	1
Accuracy	1
HPF detection	1
trade-offs	1
evolution of invasive species	1
climatic niche	1
(diffuse knapweed)	1
biological invasions	1
Adaptive plasticity	1
Mutational robustness	1
RNA structural ensemble	1
RNA de novo discovery	1
RNA structural robustness	1
genetic variation	1
genetic indicators	1
Allelic spectrum	1
Floriculture	1
Development rate	1
Molecular markers	1
Petunia	1
modules	1
bipartite networks	1
network ecology	1
modular structure	1
Digital pathology	1
HPF classification	1
scenarios	1
digital imaging and communications in medicine	1
Coral disease	1
Discrete movements	1
Smoothness	1
cycling route choice	1
cyclist movement	1
spatial configuration	1
space syntax	1
spatial cognition	1
resource-limited settings	1
risk assessment	1
prediction model	1
postdischarge mortality	1
Argumentation systems	1
Abstract argumentation	1
antigenic swarm	1
quasispecies	1
immune escape	1
coevolution	1
envelope glycoprotein	1
immunogen design	1
neutralizing antibodies	1
vaccine	1
human immunodeficiency virus type 1	1
X-ray diffraction	1
reciprocal-space mapping	1
Sensorimotor assessment	1
Rhythmic movements	1
transcriptome profile	1
Atrial flutter	1
epigenetic alterations	1
whole genome and transcriptome sequencing	1
cell line	1
Anaplastic thyroid carcinoma	1
Solubility	1
Partition coefficients	1
Solvent replacement	1
Sustainable solvents	1
Solvent coefficients	1
Abraham general solvation model	1
phototropism	1
photoreceptors	1
land plants	1
blue-light	1
susceptibility () genes	1
plant disease resistance	1
single molecule real-time (SMRT) sequencing	1
transcription activator-like (TAL) effector	1
Familial	1
Next Generation Sequencing	1
ATP-binding cassette B4 (ABCB4)	1
Exome-sequencing	1
Atrial fibrillation	1
wellness	1
genetic risk score	1
digital slide	1
Embryonic stem cells	1
Ultra-low input sequencing	1
Rare mutation detection	1
PELE analysis	1
TILLING	1
Experimental metadata	1
Coordination and data sharing community	1
e-Infrastructure	1
Data exchange	1
Metabonomics	1
Common environment effect	1
Host genetics	1
Twin study	1
Heritability	1
Skin microbiota	1
Genomic relationship matrix	1
Kinship	1
Parentage	1
Estimation	1
Relatedness	1
whole-slide image	1
scanner	1
PathFind	1
OpenDiamond	1
Pluripotency	1
Genetic complexity	1
personalized medicine	1
Clinical isolates	1
HDF5	1
platform-independent	1
data exchange	1
NeXus data format	1
Metagenomic data	1
spatial modelling	1
cytotoxic T cells	1
computational immunology	1
mood	1
shared experience	1
social	1
motor improvement	1
music therapy	1
stroke rehabilitation	1
proteogenomic mapping	1
Histone	1
Epigenome	1
FAIRE	1
ATAC	1
DNase	1
MNase	1
Relaxed variant filtering	1
Heterogeneity	1
value	1
Sequence	1
therapy targets	1
FIGfams	1
Cloning simulation	1
Next generation cloning	1
resource description framework	1
knowledge base	1
